Mod:Item:MetaData, Localized Name
gregtech:machine:4091, GTEU Energy Converter (UIV)
gregtech:machine:4092, Forge Energy Converter (UIV)
gregtech:machine:4093, GTEU Energy Converter (UIV)
gregtech:machine:4094, Forge Energy Converter (UIV)
gregtech:machine:4095, GTEU Energy Converter (UIV)
gregtech:machine:4096, Forge Energy Converter (UIV)
gregtech:machine:4097, GTEU Energy Converter (UMV)
gregtech:machine:4098, Forge Energy Converter (UMV)
gregtech:machine:4099, Ultimately High Voltage Transformer 4 Amps
gregtech:machine:4100, Ultimately High Voltage Transformer 8 Amps
gregtech:machine:4101, Ultimately High Voltage Transformer 12 Amps
gregtech:machine:4102, Ultimately High Voltage Transformer 16 Amps
gregtech:machine:4103, Ultimately Extreme Voltage Transformer 4 Amps
gregtech:machine:4104, Ultimately Extreme Voltage Transformer 8 Amps
gregtech:machine:4105, Ultimately Extreme Voltage Transformer 12 Amps
gregtech:machine:4106, Ultimately Extreme Voltage Transformer 16 Amps
gregtech:machine:4107, Ultimately Insane Voltage Transformer 4 Amps
gregtech:machine:4108, Ultimately Insane Voltage Transformer 8 Amps
gregtech:machine:4109, Ultimately Insane Voltage Transformer 12 Amps
gregtech:machine:4110, Ultimately Insane Voltage Transformer 16 Amps
gregtech:machine:4111, Mega Ultimate Voltage Transformer 4 Amps
gregtech:machine:4112, Mega Ultimate Voltage Transformer 8 Amps
gregtech:machine:4113, Mega Ultimate Voltage Transformer 12 Amps
gregtech:machine:4114, Mega Ultimate Voltage Transformer 16 Amps
gregtech:machine:4115, Extended Mega Ultimate Voltage Transformer 4 Amps
gregtech:machine:4116, Extended Mega Ultimate Voltage Transformer 8 Amps
gregtech:machine:4117, Extended Mega Ultimate Voltage Transformer 12 Amps
gregtech:machine:4118, Extended Mega Ultimate Voltage Transformer 16 Amps
gregtech:machine:4127, Filtered Output Hatch (UHV)
gregtech:machine:4128, Filtered Output Hatch (UEV)
gregtech:machine:4129, Filtered Output Hatch (UIV)
gregtech:machine:4130, Filtered Output Hatch (UMV)
gregtech:machine:4131, Filtered Output Hatch (UXV)
gregtech:machine:4137, Large Laser Engraver
gregtech:machine:4138, MAX Voltage Battery Buffer
gregtech:machine:4139, MAX Voltage Battery Buffer
gregtech:machine:4140, MAX Voltage Battery Buffer
gregtech:machine:4141, MAX Voltage Battery Buffer
gregtech:machine:4142, MAX Voltage Battery Charger
gregtech:machine:4145, UHV Voltage Battery Buffer
gregtech:machine:4146, UHV Voltage Battery Buffer
gregtech:machine:4147, UHV Voltage Battery Buffer
gregtech:machine:4148, UHV Voltage Battery Buffer
gregtech:machine:4149, UHV Voltage Battery Charger
gregtech:machine:4150, UEV Voltage Battery Buffer
gregtech:machine:4151, UEV Voltage Battery Buffer
gregtech:machine:4152, UEV Voltage Battery Buffer
gregtech:machine:4153, UEV Voltage Battery Buffer
gregtech:machine:4154, UEV Voltage Battery Charger
gregtech:machine:4155, UIV Voltage Battery Buffer
gregtech:machine:4156, UIV Voltage Battery Buffer
gregtech:machine:4157, UIV Voltage Battery Buffer
gregtech:machine:4158, UIV Voltage Battery Buffer
gregtech:machine:4159, UIV Voltage Battery Charger
gregtech:machine:4160, UMV Voltage Battery Buffer
gregtech:machine:4161, UMV Voltage Battery Buffer
gregtech:machine:4162, UMV Voltage Battery Buffer
gregtech:machine:4163, UMV Voltage Battery Buffer
gregtech:machine:4164, UMV Voltage Battery Charger
gregtech:machine:4165, UXV Voltage Battery Buffer
gregtech:machine:4166, UXV Voltage Battery Buffer
gregtech:machine:4167, UXV Voltage Battery Buffer
gregtech:machine:4168, UXV Voltage Battery Buffer
gregtech:machine:4169, UXV Voltage Battery Charger
gregtech:machine:4170, Bio Reactor
gregtech:machine:4171, Plasma Condenser
gregtech:machine:4172, Large Packaging Machine
gregtech:machine:4174, Cosmic Ray Detector
gregtech:machine:4175, Steam Hatch
gregtech:machine:4176, Input Bus (Steam)
gregtech:machine:4177, Output Bus (Steam)
gregtech:machine:4178, Steam Grinder
gregtech:machine:4179, Ultimately High Voltage Transformer
gregtech:machine:4180, Ultimately Extreme Voltage Transformer
gregtech:machine:4181, Ultimately Insane Voltage Transformer
gregtech:machine:4182, Mega Ultimate Voltage Transformer
gregtech:machine:4183, Extended Mega Ultimate Voltage Transformer
gregtech:machine:4184, Low Voltage Diode
gregtech:machine:4185, Medium Voltage Diode
gregtech:machine:4186, High Voltage Diode
gregtech:machine:4187, Extreme Voltage Diode
gregtech:machine:4188, Insane Voltage Diode
gregtech:machine:4189, Ludicrous Voltage Diode
gregtech:machine:4190, ZPM Voltage Diode
gregtech:machine:4191, Ultimate Voltage Diode
gregtech:machine:4192, Ultimately High Voltage Diode
gregtech:machine:4193, Ultimately Extreme Voltage Diode
gregtech:machine:4194, Ultimately Insane Voltage Diode
gregtech:machine:4195, Mega Ultimate Voltage Diode
gregtech:machine:4196, Extended Mega Ultimate Voltage Diode
gregtech:machine:4197, Steam Oven
gregtech:machine:4198, Basic Disassembler
gregtech:machine:4199, Advanced Disassembler
gregtech:machine:4200, Advanced Disassembler II
gregtech:machine:4201, Advanced Disassembler III
gregtech:machine:4202, Elite Disassembler
gregtech:machine:4203, Elite Disassembler II
gregtech:machine:4204, Elite Disassembler III
gregtech:machine:4205, Elite Disassembler IV
gregtech:machine:4206, High-Tech Disassembler
gregtech:machine:4207, High-Tech Disassembler II
gregtech:machine:4208, High-Tech Disassembler III
gregtech:machine:4209, High-Tech Disassembler IV
gregtech:machine:4210, Ultimate Disassembler
gregtech:machine:4211, Electric Implosion Compressor
gregtech:machine:4212, Steam Chunk Miner
gregtech:cable:1, 1x Aluminium Wire
gregtech:cable:1001, 2x Aluminium Wire
gregtech:cable:2001, 4x Aluminium Wire
gregtech:cable:3001, 8x Aluminium Wire
gregtech:cable:4001, 16x Aluminium Wire
gregtech:cable:5001, 1x Aluminium Cable
gregtech:cable:6001, 2x Aluminium Cable
gregtech:cable:7001, 4x Aluminium Cable
gregtech:cable:8001, 8x Aluminium Cable
gregtech:cable:9001, 16x Aluminium Cable
gregtech:cable:87, 1x Annealed Copper Wire
gregtech:cable:1087, 2x Annealed Copper Wire
gregtech:cable:2087, 4x Annealed Copper Wire
gregtech:cable:3087, 8x Annealed Copper Wire
gregtech:cable:4087, 16x Annealed Copper Wire
gregtech:cable:5087, 1x Annealed Copper Cable
gregtech:cable:6087, 2x Annealed Copper Cable
gregtech:cable:7087, 4x Annealed Copper Cable
gregtech:cable:8087, 8x Annealed Copper Cable
gregtech:cable:9087, 16x Annealed Copper Cable
gregtech:cable:231, 1x Black Steel Wire
gregtech:cable:1231, 2x Black Steel Wire
gregtech:cable:2231, 4x Black Steel Wire
gregtech:cable:3231, 8x Black Steel Wire
gregtech:cable:4231, 16x Black Steel Wire
gregtech:cable:5231, 1x Black Steel Cable
gregtech:cable:6231, 2x Black Steel Cable
gregtech:cable:7231, 4x Black Steel Cable
gregtech:cable:8231, 8x Black Steel Cable
gregtech:cable:9231, 16x Black Steel Cable
gregtech:cable:17, 1x Cobalt Wire
gregtech:cable:1017, 2x Cobalt Wire
gregtech:cable:2017, 4x Cobalt Wire
gregtech:cable:3017, 8x Cobalt Wire
gregtech:cable:4017, 16x Cobalt Wire
gregtech:cable:5017, 1x Cobalt Cable
gregtech:cable:6017, 2x Cobalt Cable
gregtech:cable:7017, 4x Cobalt Cable
gregtech:cable:8017, 8x Cobalt Cable
gregtech:cable:9017, 16x Cobalt Cable
gregtech:cable:18, 1x Copper Wire
gregtech:cable:1018, 2x Copper Wire
gregtech:cable:2018, 4x Copper Wire
gregtech:cable:3018, 8x Copper Wire
gregtech:cable:4018, 16x Copper Wire
gregtech:cable:5018, 1x Copper Cable
gregtech:cable:6018, 2x Copper Cable
gregtech:cable:7018, 4x Copper Cable
gregtech:cable:8018, 8x Copper Cable
gregtech:cable:9018, 16x Copper Cable
gregtech:cable:109, 1x Cupronickel Wire
gregtech:cable:1109, 2x Cupronickel Wire
gregtech:cable:2109, 4x Cupronickel Wire
gregtech:cable:3109, 8x Cupronickel Wire
gregtech:cable:4109, 16x Cupronickel Wire
gregtech:cable:5109, 1x Cupronickel Cable
gregtech:cable:6109, 2x Cupronickel Cable
gregtech:cable:7109, 4x Cupronickel Cable
gregtech:cable:8109, 8x Cupronickel Cable
gregtech:cable:9109, 16x Cupronickel Cable
gregtech:cable:312, 1x Duranium Wire
gregtech:cable:1312, 2x Duranium Wire
gregtech:cable:2312, 4x Duranium Wire
gregtech:cable:3312, 8x Duranium Wire
gregtech:cable:4312, 16x Duranium Wire
gregtech:cable:5312, 1x Duranium Cable
gregtech:cable:6312, 2x Duranium Cable
gregtech:cable:7312, 4x Duranium Cable
gregtech:cable:8312, 8x Duranium Cable
gregtech:cable:9312, 16x Duranium Cable
gregtech:cable:112, 1x Electrum Wire
gregtech:cable:1112, 2x Electrum Wire
gregtech:cable:2112, 4x Electrum Wire
gregtech:cable:3112, 8x Electrum Wire
gregtech:cable:4112, 16x Electrum Wire
gregtech:cable:5112, 1x Electrum Cable
gregtech:cable:6112, 2x Electrum Cable
gregtech:cable:7112, 4x Electrum Cable
gregtech:cable:8112, 8x Electrum Cable
gregtech:cable:9112, 16x Electrum Cable
gregtech:cable:968, 1x EV Superconductor Wire
gregtech:cable:1968, 2x EV Superconductor Wire
gregtech:cable:2968, 4x EV Superconductor Wire
gregtech:cable:3968, 8x EV Superconductor Wire
gregtech:cable:4968, 16x EV Superconductor Wire
gregtech:cable:5968, 1x EV Superconductor Cable
gregtech:cable:6968, 2x EV Superconductor Cable
gregtech:cable:7968, 4x EV Superconductor Cable
gregtech:cable:8968, 8x EV Superconductor Cable
gregtech:cable:9968, 16x EV Superconductor Cable
gregtech:cable:974, 1x EV Superconductor Base Wire
gregtech:cable:1974, 2x EV Superconductor Base Wire
gregtech:cable:2974, 4x EV Superconductor Base Wire
gregtech:cable:3974, 8x EV Superconductor Base Wire
gregtech:cable:4974, 16x EV Superconductor Base Wire
gregtech:cable:5974, 1x EV Superconductor Base Cable
gregtech:cable:6974, 2x EV Superconductor Base Cable
gregtech:cable:7974, 4x EV Superconductor Base Cable
gregtech:cable:8974, 8x EV Superconductor Base Cable
gregtech:cable:9974, 16x EV Superconductor Base Cable
gregtech:cable:26, 1x Gold Wire
gregtech:cable:1026, 2x Gold Wire
gregtech:cable:2026, 4x Gold Wire
gregtech:cable:3026, 8x Gold Wire
gregtech:cable:4026, 16x Gold Wire
gregtech:cable:5026, 1x Gold Cable
gregtech:cable:6026, 2x Gold Cable
gregtech:cable:7026, 4x Gold Cable
gregtech:cable:8026, 8x Gold Cable
gregtech:cable:9026, 16x Gold Cable
gregtech:cable:205, 1x Graphene Wire
gregtech:cable:1205, 2x Graphene Wire
gregtech:cable:2205, 4x Graphene Wire
gregtech:cable:3205, 8x Graphene Wire
gregtech:cable:4205, 16x Graphene Wire
gregtech:cable:5205, 1x Graphene Cable
gregtech:cable:6205, 2x Graphene Cable
gregtech:cable:7205, 4x Graphene Cable
gregtech:cable:8205, 8x Graphene Cable
gregtech:cable:9205, 16x Graphene Cable
gregtech:cable:302, 1x HSS-G Wire
gregtech:cable:1302, 2x HSS-G Wire
gregtech:cable:2302, 4x HSS-G Wire
gregtech:cable:3302, 8x HSS-G Wire
gregtech:cable:4302, 16x HSS-G Wire
gregtech:cable:5302, 1x HSS-G Cable
gregtech:cable:6302, 2x HSS-G Cable
gregtech:cable:7302, 4x HSS-G Cable
gregtech:cable:8302, 8x HSS-G Cable
gregtech:cable:9302, 16x HSS-G Cable
gregtech:cable:969, 1x HV Superconductor Wire
gregtech:cable:1969, 2x HV Superconductor Wire
gregtech:cable:2969, 4x HV Superconductor Wire
gregtech:cable:3969, 8x HV Superconductor Wire
gregtech:cable:4969, 16x HV Superconductor Wire
gregtech:cable:5969, 1x HV Superconductor Cable
gregtech:cable:6969, 2x HV Superconductor Cable
gregtech:cable:7969, 4x HV Superconductor Cable
gregtech:cable:8969, 8x HV Superconductor Cable
gregtech:cable:9969, 16x HV Superconductor Cable
gregtech:cable:975, 1x HV Superconductor Base Wire
gregtech:cable:1975, 2x HV Superconductor Base Wire
gregtech:cable:2975, 4x HV Superconductor Base Wire
gregtech:cable:3975, 8x HV Superconductor Base Wire
gregtech:cable:4975, 16x HV Superconductor Base Wire
gregtech:cable:5975, 1x HV Superconductor Base Cable
gregtech:cable:6975, 2x HV Superconductor Base Cable
gregtech:cable:7975, 4x HV Superconductor Base Cable
gregtech:cable:8975, 8x HV Superconductor Base Cable
gregtech:cable:9975, 16x HV Superconductor Base Cable
gregtech:cable:33, 1x Iron Wire
gregtech:cable:1033, 2x Iron Wire
gregtech:cable:2033, 4x Iron Wire
gregtech:cable:3033, 8x Iron Wire
gregtech:cable:4033, 16x Iron Wire
gregtech:cable:5033, 1x Iron Cable
gregtech:cable:6033, 2x Iron Cable
gregtech:cable:7033, 4x Iron Cable
gregtech:cable:8033, 8x Iron Cable
gregtech:cable:9033, 16x Iron Cable
gregtech:cable:967, 1x IV Superconductor Wire
gregtech:cable:1967, 2x IV Superconductor Wire
gregtech:cable:2967, 4x IV Superconductor Wire
gregtech:cable:3967, 8x IV Superconductor Wire
gregtech:cable:4967, 16x IV Superconductor Wire
gregtech:cable:5967, 1x IV Superconductor Cable
gregtech:cable:6967, 2x IV Superconductor Cable
gregtech:cable:7967, 4x IV Superconductor Cable
gregtech:cable:8967, 8x IV Superconductor Cable
gregtech:cable:9967, 16x IV Superconductor Cable
gregtech:cable:973, 1x IV Superconductor Base Wire
gregtech:cable:1973, 2x IV Superconductor Base Wire
gregtech:cable:2973, 4x IV Superconductor Base Wire
gregtech:cable:3973, 8x IV Superconductor Base Wire
gregtech:cable:4973, 16x IV Superconductor Base Wire
gregtech:cable:5973, 1x IV Superconductor Base Cable
gregtech:cable:6973, 2x IV Superconductor Base Cable
gregtech:cable:7973, 4x IV Superconductor Base Cable
gregtech:cable:8973, 8x IV Superconductor Base Cable
gregtech:cable:9973, 16x IV Superconductor Base Cable
gregtech:cable:127, 1x Kanthal Wire
gregtech:cable:1127, 2x Kanthal Wire
gregtech:cable:2127, 4x Kanthal Wire
gregtech:cable:3127, 8x Kanthal Wire
gregtech:cable:4127, 16x Kanthal Wire
gregtech:cable:5127, 1x Kanthal Cable
gregtech:cable:6127, 2x Kanthal Cable
gregtech:cable:7127, 4x Kanthal Cable
gregtech:cable:8127, 8x Kanthal Cable
gregtech:cable:9127, 16x Kanthal Cable
gregtech:cable:35, 1x Lead Wire
gregtech:cable:1035, 2x Lead Wire
gregtech:cable:2035, 4x Lead Wire
gregtech:cable:3035, 8x Lead Wire
gregtech:cable:4035, 16x Lead Wire
gregtech:cable:5035, 1x Lead Cable
gregtech:cable:6035, 2x Lead Cable
gregtech:cable:7035, 4x Lead Cable
gregtech:cable:8035, 8x Lead Cable
gregtech:cable:9035, 16x Lead Cable
gregtech:cable:966, 1x LuV Superconductor Wire
gregtech:cable:1966, 2x LuV Superconductor Wire
gregtech:cable:2966, 4x LuV Superconductor Wire
gregtech:cable:3966, 8x LuV Superconductor Wire
gregtech:cable:4966, 16x LuV Superconductor Wire
gregtech:cable:5966, 1x LuV Superconductor Cable
gregtech:cable:6966, 2x LuV Superconductor Cable
gregtech:cable:7966, 4x LuV Superconductor Cable
gregtech:cable:8966, 8x LuV Superconductor Cable
gregtech:cable:9966, 16x LuV Superconductor Cable
gregtech:cable:972, 1x LuV Superconductor Base Wire
gregtech:cable:1972, 2x LuV Superconductor Base Wire
gregtech:cable:2972, 4x LuV Superconductor Base Wire
gregtech:cable:3972, 8x LuV Superconductor Base Wire
gregtech:cable:4972, 16x LuV Superconductor Base Wire
gregtech:cable:5972, 1x LuV Superconductor Base Cable
gregtech:cable:6972, 2x LuV Superconductor Base Cable
gregtech:cable:7972, 4x LuV Superconductor Base Cable
gregtech:cable:8972, 8x LuV Superconductor Base Cable
gregtech:cable:9972, 16x LuV Superconductor Base Cable
gregtech:cable:970, 1x MV Superconductor Wire
gregtech:cable:1970, 2x MV Superconductor Wire
gregtech:cable:2970, 4x MV Superconductor Wire
gregtech:cable:3970, 8x MV Superconductor Wire
gregtech:cable:4970, 16x MV Superconductor Wire
gregtech:cable:5970, 1x MV Superconductor Cable
gregtech:cable:6970, 2x MV Superconductor Cable
gregtech:cable:7970, 4x MV Superconductor Cable
gregtech:cable:8970, 8x MV Superconductor Cable
gregtech:cable:9970, 16x MV Superconductor Cable
gregtech:cable:976, 1x MV Superconductor Base Wire
gregtech:cable:1976, 2x MV Superconductor Base Wire
gregtech:cable:2976, 4x MV Superconductor Base Wire
gregtech:cable:3976, 8x MV Superconductor Base Wire
gregtech:cable:4976, 16x MV Superconductor Base Wire
gregtech:cable:5976, 1x MV Superconductor Base Cable
gregtech:cable:6976, 2x MV Superconductor Base Cable
gregtech:cable:7976, 4x MV Superconductor Base Cable
gregtech:cable:8976, 8x MV Superconductor Base Cable
gregtech:cable:9976, 16x MV Superconductor Base Cable
gregtech:cable:307, 1x Naquadah Wire
gregtech:cable:1307, 2x Naquadah Wire
gregtech:cable:2307, 4x Naquadah Wire
gregtech:cable:3307, 8x Naquadah Wire
gregtech:cable:4307, 16x Naquadah Wire
gregtech:cable:5307, 1x Naquadah Cable
gregtech:cable:6307, 2x Naquadah Cable
gregtech:cable:7307, 4x Naquadah Cable
gregtech:cable:8307, 8x Naquadah Cable
gregtech:cable:9307, 16x Naquadah Cable
gregtech:cable:308, 1x Naquadah Alloy Wire
gregtech:cable:1308, 2x Naquadah Alloy Wire
gregtech:cable:2308, 4x Naquadah Alloy Wire
gregtech:cable:3308, 8x Naquadah Alloy Wire
gregtech:cable:4308, 16x Naquadah Alloy Wire
gregtech:cable:5308, 1x Naquadah Alloy Cable
gregtech:cable:6308, 2x Naquadah Alloy Cable
gregtech:cable:7308, 4x Naquadah Alloy Cable
gregtech:cable:8308, 8x Naquadah Alloy Cable
gregtech:cable:9308, 16x Naquadah Alloy Cable
gregtech:cable:133, 1x Nichrome Wire
gregtech:cable:1133, 2x Nichrome Wire
gregtech:cable:2133, 4x Nichrome Wire
gregtech:cable:3133, 8x Nichrome Wire
gregtech:cable:4133, 16x Nichrome Wire
gregtech:cable:5133, 1x Nichrome Cable
gregtech:cable:6133, 2x Nichrome Cable
gregtech:cable:7133, 4x Nichrome Cable
gregtech:cable:8133, 8x Nichrome Cable
gregtech:cable:9133, 16x Nichrome Cable
gregtech:cable:44, 1x Nickel Wire
gregtech:cable:1044, 2x Nickel Wire
gregtech:cable:2044, 4x Nickel Wire
gregtech:cable:3044, 8x Nickel Wire
gregtech:cable:4044, 16x Nickel Wire
gregtech:cable:5044, 1x Nickel Cable
gregtech:cable:6044, 2x Nickel Cable
gregtech:cable:7044, 4x Nickel Cable
gregtech:cable:8044, 8x Nickel Cable
gregtech:cable:9044, 16x Nickel Cable
gregtech:cable:135, 1x Niobium-Titanium Wire
gregtech:cable:1135, 2x Niobium-Titanium Wire
gregtech:cable:2135, 4x Niobium-Titanium Wire
gregtech:cable:3135, 8x Niobium-Titanium Wire
gregtech:cable:4135, 16x Niobium-Titanium Wire
gregtech:cable:5135, 1x Niobium-Titanium Cable
gregtech:cable:6135, 2x Niobium-Titanium Cable
gregtech:cable:7135, 4x Niobium-Titanium Cable
gregtech:cable:8135, 8x Niobium-Titanium Cable
gregtech:cable:9135, 16x Niobium-Titanium Cable
gregtech:cable:47, 1x Osmium Wire
gregtech:cable:1047, 2x Osmium Wire
gregtech:cable:2047, 4x Osmium Wire
gregtech:cable:3047, 8x Osmium Wire
gregtech:cable:4047, 16x Osmium Wire
gregtech:cable:5047, 1x Osmium Cable
